Year,Date submitted,Political subdivision,Resident rate,Non-Resident Rate,Code,Code type
2024,12/05/2023,City of Paris,125,125,A0422,Oxygen Use
2024,12/05/2023,City of Paris,125,125,A0998,"Treatment, no transport"
2024,12/05/2023,City of Paris,1400,1400,A0428,CPT
2024,12/05/2023,City of Paris,1400,1400,A0429,CPT
2024,12/05/2023,City of Paris,1600,1600,A0426,CPT
2024,12/05/2023,City of Paris,1600,1600,A0427,CPT
2024,12/05/2023,City of Paris,1750,1750,A0433,CPT
2024,12/05/2023,City of Paris,1800,1800,A0434,CPT
2024,12/05/2023,City of Paris,24,24,A0425,CPT
2024,12/05/2023,City of Paris,350,350,A0382,BLS Disposables
2024,12/05/2023,City of Paris,400,400,A0398,ALS Disposables
2024,12/05/2023,Glasscock County,125,125,A0422,Oxygen
2024,12/05/2023,Glasscock County,125,125,A0998,TNT
2024,12/05/2023,Glasscock County,1276,1276,A0429,CPT
2024,12/05/2023,Glasscock County,1389,1389,A0428,CPT
2024,12/05/2023,Glasscock County,1685.8,1685.8,A0426,CPT
2024,12/05/2023,Glasscock County,1798.6,1798.6,A0427,CPT
2024,12/05/2023,Glasscock County,1885.8,1885.8,A0433,CPT
2024,12/05/2023,Glasscock County,2035,2035,A0434,CPT
2024,12/05/2023,Glasscock County,23,23,A0425,CPT
2024,12/05/2023,Glasscock County,250,250,A0382,BLS Disp
2024,12/05/2023,Glasscock County,350,350,A0398,ALS Disp
2024,12/06/2023,Bailey County,100,100,A0382,HCPCS
2024,12/06/2023,Bailey County,1051,1051,A0426,CPT
2024,12/06/2023,Bailey County,110.5,110.5,A0422,HCPCS
2024,12/06/2023,Bailey County,1360,1360,A0429,CPT
2024,12/06/2023,Bailey County,150,150,A0384,HCPCS
2024,12/06/2023,Bailey County,1614,1614,A0427,CPT
2024,12/06/2023,Bailey County,17.33,17.33,A0425,CPT
2024,12/06/2023,Bailey County,180,180,93000,CPT
2024,12/06/2023,Bailey County,2336,2336,A0433,CPT
2024,12/06/2023,Bailey County,2400,2400,A0434,CPT
2024,12/06/2023,Bailey County,280.6,280.6,A0398,HCPCS
2024,12/06/2023,Bailey County,292.15,292.15,A0394,HCPCS
2024,12/06/2023,Bailey County,415,415,A0999,HCPCS
2024,12/06/2023,Bailey County,539,539,A0396,HCPCS
2024,12/06/2023,Bailey County,875,875,A0428,CPT
2024,12/06/2023,Bexar County Emergency Services District 7,1200,1200,A0428,CPT
2024,12/06/2023,Bexar County Emergency Services District 7,125,125,A0422,O2
2024,12/06/2023,Bexar County Emergency Services District 7,1300,1300,A0429,CPT
2024,12/06/2023,Bexar County Emergency Services District 7,1400,1400,A0426,CPT
2024,12/06/2023,Bexar County Emergency Services District 7,1500,1500,A0427,CPT
2024,12/06/2023,Bexar County Emergency Services District 7,1575,1575,A0434,CPT
2024,12/06/2023,Bexar County Emergency Services District 7,175,175,A0988,TNT
2024,12/06/2023,Bexar County Emergency Services District 7,1800,1800,A0433,CPT
2024,12/06/2023,Bexar County Emergency Services District 7,24,24,A0425,CPT
2024,12/06/2023,Bexar County Emergency Services District 7,300,300,A0382,BLS Disp
2024,12/06/2023,Bexar County Emergency Services District 7,400,400,A0398,ALS Disp
2024,12/06/2023,City of Converse,1050,1050,A0428,CPT
2024,12/06/2023,City of Converse,1100,1100,A0429,CPT
2024,12/06/2023,City of Converse,120,120,A0422,Oxygen
2024,12/06/2023,City of Converse,1350,1350,A0426,CPT
2024,12/06/2023,City of Converse,1400,1400,A0427,CPT
2024,12/06/2023,City of Converse,1500,1500,A0433,CPT
2024,12/06/2023,City of Converse,175,175,A0998,TNT
2024,12/06/2023,City of Converse,20,20,A0425,CPT
2024,12/06/2023,City of Converse,300,300,A0382,BLS disp
2024,12/06/2023,City of Converse,400,400,A0398,ALS Disp.
2024,12/06/2023,City of Ferris DPS,1400,1400,A0428,CPT
2024,12/06/2023,City of Ferris DPS,1400,1400,A0429,CPT
2024,12/06/2023,City of Ferris DPS,150,150,A0422,O2 Used
2024,12/06/2023,City of Ferris DPS,1600,1600,A0426,CPT
2024,12/06/2023,City of Ferris DPS,1600,1600,A0427,CPT
2024,12/06/2023,City of Ferris DPS,175,175,A0998,TNT
2024,12/06/2023,City of Ferris DPS,1800,1800,A0433,CPT
2024,12/06/2023,City of Ferris DPS,2000,2000,A0434,CPT
2024,12/06/2023,City of Ferris DPS,24,24,A0425,CPT
2024,12/06/2023,City of Ferris DPS,350,350,A0382,BLS Disp
2024,12/06/2023,City of Ferris DPS,400,400,A0398,ALS Disp
2024,12/06/2023,City of Pilot Point,1400,1400,A0429,CPT
2024,12/06/2023,City of Pilot Point,150,150,A0422,Oxygen
2024,12/06/2023,City of Pilot Point,1600,1600,A0427,CPT
2024,12/06/2023,City of Pilot Point,175,175,A0998,"Treatment, no Transport"
2024,12/06/2023,City of Pilot Point,1800,1800,A0433,CPT
2024,12/06/2023,City of Pilot Point,2000,2000,A0434,CPT
2024,12/06/2023,City of Pilot Point,24,24,A0425,CPT
2024,12/06/2023,City of Pilot Point,350,350,A0382,Basic Life Support Disposables
2024,12/06/2023,City of Pilot Point,400,400,A0398,Advance Life Support Disposables
2024,12/06/2023,City of Stephenville,1200,1200,A0428,CPT
2024,12/06/2023,City of Stephenville,125,125,AO422,Oxygen
2024,12/06/2023,City of Stephenville,1400,1400,A0429,CPT
2024,12/06/2023,City of Stephenville,150,150,A0998,"Treatment, no transport"
2024,12/06/2023,City of Stephenville,1500,1500,A0426,CPT
2024,12/06/2023,City of Stephenville,1600,1600,A0427,CPT
2024,12/06/2023,City of Stephenville,1750,1750,A0433,CPT
2024,12/06/2023,City of Stephenville,24,24,A0425,CPT
2024,12/06/2023,City of Stephenville,300,300,AO382,Basic Life Support disposables
2024,12/06/2023,City of Stephenville,475,475,AO398,Advance Life Support disposables
2024,12/06/2023,City of Sudan,107.97,107.97,A0422,HCPCS
2024,12/06/2023,City of Sudan,1194.59,1194.59,A0427,CPT
2024,12/06/2023,City of Sudan,130.02,130.02,A0382,HCPCS
2024,12/06/2023,City of Sudan,1345.12,1345.12,A0433,CPT
2024,12/06/2023,City of Sudan,1483.83,1483.83,A0434,CPT
2024,12/06/2023,City of Sudan,180.27,180.27,93000,CPT
2024,12/06/2023,City of Sudan,212.6,212.6,A0398,HCPCS
2024,12/06/2023,City of Sudan,29,29,A0425,CPT
2024,12/06/2023,City of Sudan,348.78,348.78,A0999,HCPCS
2024,12/06/2023,City of Sudan,369,369,A0392,HCPCS
2024,12/06/2023,City of Sudan,453.5,453.5,A0396,HCPCS
2024,12/06/2023,City of Sudan,493.15,493.15,A0394,HCPCS
2024,12/06/2023,City of Sudan,771.42,771.42,A0428,CPT
2024,12/06/2023,City of Sudan,790.51,790.51,A0426,CPT
2024,12/06/2023,City of Sudan,963.72,963.72,A0429,CPT
2024,12/06/2023,City of West University Place,1153.1,1153.1,A0433,CPT
2024,12/06/2023,City of West University Place,121,121,A0999,HCPCS
2024,12/06/2023,City of West University Place,130.02,130.02,A0382,HCPCS
2024,12/06/2023,City of West University Place,15.4,15.4,A0425,CPT
2024,12/06/2023,City of West University Place,190.18,190.18,A0422,HCPCS
2024,12/06/2023,City of West University Place,2180.79,2180.79,A0434,CPT
2024,12/06/2023,City of West University Place,219.01,219.01,A0384,HCPCS
2024,12/06/2023,City of West University Place,228.54,228.54,93000,CPT
2024,12/06/2023,City of West University Place,241.7,241.7,A0398,HCPCS
2024,12/06/2023,City of West University Place,317.55,317.55,A0394,HCPCS
2024,12/06/2023,City of West University Place,504,504,A0392,HCPCS
2024,12/06/2023,City of West University Place,820.92,820.92,A0428,CPT
2024,12/06/2023,City of West University Place,844.6,844.6,A0429,CPT
2024,12/06/2023,City of West University Place,970.27,970.27,A0426,CPT
2024,12/06/2023,City of West University Place,977.25,977.25,A0396,HCPCS
2024,12/06/2023,City of West University Place,999.1,999.1,A0427,CPT
2024,12/06/2023,Cottle County Paducah,1044.4,1044.4,A0427,CPT
2024,12/06/2023,Cottle County Paducah,1147.5,1147.5,A0433,CPT
2024,12/06/2023,Cottle County Paducah,130.02,130.02,A0382,HCPCS
2024,12/06/2023,Cottle County Paducah,1413.18,1413.18,A0434,CPT
2024,12/06/2023,Cottle County Paducah,168.36,168.36,A0422,HCPCS
2024,12/06/2023,Cottle County Paducah,169,169,A0384,HCPCS
2024,12/06/2023,Cottle County Paducah,192.5,192.5,A0396,HCPCS
2024,12/06/2023,Cottle County Paducah,202.37,202.37,A0398,HCPCS
2024,12/06/2023,Cottle County Paducah,206.52,206.52,93000,CPT
2024,12/06/2023,Cottle County Paducah,21,21,A0425,CPT
2024,12/06/2023,Cottle County Paducah,225,225,A0392,HCPCS
2024,12/06/2023,Cottle County Paducah,248.24,248.24,A0394,HCPCS
2024,12/06/2023,Cottle County Paducah,553.32,553.32,A0999,HCPCS
2024,12/06/2023,Cottle County Paducah,787.68,787.68,A0428,CPT
2024,12/06/2023,Cottle County Paducah,902.98,902.98,A0429,CPT
2024,12/06/2023,Cottle County Paducah,930.64,930.64,A0426,CPT
2024,12/06/2023,Duval County ESD 1,1072.2,1072.2,A0427,CPT
2024,12/06/2023,Duval County ESD 1,1551.84,1551.84,A0433,CPT
2024,12/06/2023,Duval County ESD 1,177.52,177.52,93000,CPT
2024,12/06/2023,Duval County ESD 1,1834,1834,A0434,CPT
2024,12/06/2023,Duval County ESD 1,20.92,20.92,A0425,CPT
2024,12/06/2023,Duval County ESD 1,208.91,208.91,A0394,HCPCS
2024,12/06/2023,Duval County ESD 1,240.94,240.94,A0422,HCPCS
2024,12/06/2023,Duval County ESD 1,282.41,282.41,A0398,HCPCS
2024,12/06/2023,Duval County ESD 1,37,37,A0382,HCPCS
2024,12/06/2023,Duval County ESD 1,459.78,459.78,A0999,HCPCS
2024,12/06/2023,Duval County ESD 1,601.39,601.39,A0396,HCPCS
2024,12/06/2023,Duval County ESD 1,640.99,640.99,A0428,CPT
2024,12/06/2023,Duval County ESD 1,687.98,687.98,A0426,CPT
2024,12/06/2023,Duval County ESD 1,902.91,902.91,A0429,CPT
2024,12/06/2023,East Bernard EMS,1255.21,1255.21,A0433,CPT
2024,12/06/2023,East Bernard EMS,130.02,130.02,A0382,HCPCS
2024,12/06/2023,East Bernard EMS,1423.22,1423.22,A0434,CPT
2024,12/06/2023,East Bernard EMS,21,21,A0425,CPT
2024,12/06/2023,East Bernard EMS,210.94,210.94,A0422,HCPCS
2024,12/06/2023,East Bernard EMS,219.01,219.01,A0384,HCPCS
2024,12/06/2023,East Bernard EMS,228.74,228.74,93000,CPT
2024,12/06/2023,East Bernard EMS,298.02,298.02,A0398,HCPCS
2024,12/06/2023,East Bernard EMS,299.94,299.94,A0394,HCPCS
2024,12/06/2023,East Bernard EMS,338.67,338.67,A0999,HCPCS
2024,12/06/2023,East Bernard EMS,408.74,408.74,A0392,HCPCS
2024,12/06/2023,East Bernard EMS,620.75,620.75,A0396,HCPCS
2024,12/06/2023,East Bernard EMS,761.77,761.77,A0428,CPT
2024,12/06/2023,East Bernard EMS,824.78,824.78,A0426,CPT
2024,12/06/2023,East Bernard EMS,875,875,A0429,CPT
2024,12/06/2023,East Bernard EMS,975,975,A0427,CPT
2024,12/06/2023,Freedom Ambulance LLC,1103.23,1103.23,A0427,CPT
2024,12/06/2023,Freedom Ambulance LLC,130.02,130.02,A0382,HCPCS
2024,12/06/2023,Freedom Ambulance LLC,1373.09,1373.09,A0433,CPT
2024,12/06/2023,Freedom Ambulance LLC,145,145,A0422,HCPCS
2024,12/06/2023,Freedom Ambulance LLC,158.34,158.34,A0398,HCPCS
2024,12/06/2023,Freedom Ambulance LLC,1587.46,1587.46,A0434,CPT
2024,12/06/2023,Freedom Ambulance LLC,212.04,212.04,93000,CPT
2024,12/06/2023,Freedom Ambulance LLC,226.24,226.24,A0392,HCPCS
2024,12/06/2023,Freedom Ambulance LLC,232.19,232.19,A0396,HCPCS
2024,12/06/2023,Freedom Ambulance LLC,25.44,25.44,A0425,CPT
2024,12/06/2023,Freedom Ambulance LLC,367.05,367.05,A0394,HCPCS
2024,12/06/2023,Freedom Ambulance LLC,370.15,370.15,A0999,HCPCS
2024,12/06/2023,Freedom Ambulance LLC,50,50,A0384,HCPCS
2024,12/06/2023,Freedom Ambulance LLC,580.65,580.65,A0428,CPT
2024,12/06/2023,Freedom Ambulance LLC,696.78,696.78,A0426,CPT
2024,12/06/2023,Freedom Ambulance LLC,929.04,929.04,A0429,CPT
2024,12/06/2023,Frio Canyon EMS,1084,1084,A0427,CPT
2024,12/06/2023,Frio Canyon EMS,130.02,130.02,A0382,HCPCS
2024,12/06/2023,Frio Canyon EMS,132.41,132.41,A0394,HCPCS
2024,12/06/2023,Frio Canyon EMS,135.56,135.56,A0422,HCPCS
2024,12/06/2023,Frio Canyon EMS,1440,1440,A0433,CPT
2024,12/06/2023,Frio Canyon EMS,150,150,A0384,HCPCS
2024,12/06/2023,Frio Canyon EMS,1770,1770,A0434,CPT
2024,12/06/2023,Frio Canyon EMS,180.27,180.27,93000,CPT
2024,12/06/2023,Frio Canyon EMS,200,200,A0392,HCPCS
2024,12/06/2023,Frio Canyon EMS,22,22,A0425,CPT
2024,12/06/2023,Frio Canyon EMS,288.41,288.41,A0398,HCPCS
2024,12/06/2023,Frio Canyon EMS,326.5,326.5,A0396,HCPCS
2024,12/06/2023,Frio Canyon EMS,469,469,A0999,HCPCS
2024,12/06/2023,Frio Canyon EMS,685,685,A0428,CPT
2024,12/06/2023,Frio Canyon EMS,782,782,A0426,CPT
2024,12/06/2023,Frio Canyon EMS,926,926,A0429,CPT
2024,12/06/2023,Harris County ESD #4,1144.84,1144.84,A0427,CPT
2024,12/06/2023,Harris County ESD #4,130.02,130.02,A0382,HCPCS
2024,12/06/2023,Harris County ESD #4,147.95,147.95,A0398,HCPCS
2024,12/06/2023,Harris County ESD #4,1512.64,1512.64,A0433,CPT
2024,12/06/2023,Harris County ESD #4,152.59,152.59,A0422,HCPCS
2024,12/06/2023,Harris County ESD #4,1810.4,1810.4,A0434,CPT
2024,12/06/2023,Harris County ESD #4,19.16,19.16,A0425,CPT
2024,12/06/2023,Harris County ESD #4,219,219,A0392,HCPCS
2024,12/06/2023,Harris County ESD #4,219.01,219.01,A0384,HCPCS
2024,12/06/2023,Harris County ESD #4,222.5,222.5,A0394,HCPCS
2024,12/06/2023,Harris County ESD #4,300.38,300.38,A0396,HCPCS
2024,12/06/2023,Harris County ESD #4,327.54,327.54,93000,CPT
2024,12/06/2023,Harris County ESD #4,480,480,A0999,HCPCS
2024,12/06/2023,Harris County ESD #4,768.09,768.09,A0428,CPT
2024,12/06/2023,Harris County ESD #4,892.17,892.17,A0426,CPT
2024,12/06/2023,Harris County ESD #4,964.06,964.06,A0429,CPT
2024,12/06/2023,Harris County ESD 5,1059.21,1059.21,A0429,CPT
2024,12/06/2023,Harris County ESD 5,120.23,120.23,A0394,HCPCS
2024,12/06/2023,Harris County ESD 5,1282.98,1282.98,A0427,CPT
2024,12/06/2023,Harris County ESD 5,130,130,A0382,HCPCS
2024,12/06/2023,Harris County ESD 5,167.43,167.43,A0422,HCPCS
2024,12/06/2023,Harris County ESD 5,178.5,178.5,A0392,HCPCS
2024,12/06/2023,Harris County ESD 5,1827.72,1827.72,A0433,CPT
2024,12/06/2023,Harris County ESD 5,21.26,21.26,A0425,CPT
2024,12/06/2023,Harris County ESD 5,2178.22,2178.22,A0434,CPT
2024,12/06/2023,Harris County ESD 5,219,219,A0384,HCPCS
2024,12/06/2023,Harris County ESD 5,228.74,228.74,93000,CPT
2024,12/06/2023,Harris County ESD 5,259.19,259.19,A0398,HCPCS
2024,12/06/2023,Harris County ESD 5,264.75,264.75,A0396,HCPCS
2024,12/06/2023,Harris County ESD 5,608.53,608.53,A0999,HCPCS
2024,12/06/2023,Harris County ESD 5,772.83,772.83,A0428,CPT
2024,12/06/2023,Harris County ESD 5,915.58,915.58,A0426,CPT
2024,12/06/2023,Jefferson County ESD 4,1082.4,1082.4,A0429,CPT
2024,12/06/2023,Jefferson County ESD 4,115,115,A0422,HCPCS
2024,12/06/2023,Jefferson County ESD 4,1285.34,1285.34,A0427,CPT
2024,12/06/2023,Jefferson County ESD 4,130.02,130.02,A0382,HCPCS
2024,12/06/2023,Jefferson County ESD 4,132.89,132.89,A0398,HCPCS
2024,12/06/2023,Jefferson County ESD 4,18.38,18.38,A0425,CPT
2024,12/06/2023,Jefferson County ESD 4,1860.34,1860.34,A0433,CPT
2024,12/06/2023,Jefferson County ESD 4,192.77,192.77,93000,CPT
2024,12/06/2023,Jefferson County ESD 4,2198.59,2198.59,A0434,CPT
2024,12/06/2023,Jefferson County ESD 4,265.36,265.36,A0384,HCPCS
2024,12/06/2023,Jefferson County ESD 4,355.48,355.48,A0394,HCPCS
2024,12/06/2023,Jefferson County ESD 4,590.56,590.56,A0396,HCPCS
2024,12/06/2023,Jefferson County ESD 4,697.67,697.67,A0999,HCPCS
2024,12/06/2023,Jefferson County ESD 4,701.91,701.91,A0392,HCPCS
2024,12/06/2023,Jefferson County ESD 4,792.89,792.89,A0428,CPT
2024,12/06/2023,Jefferson County ESD 4,811.79,811.79,A0426,CPT
2024,12/06/2023,Karnes County EMS,1265,1265,A0427,CPT
2024,12/06/2023,Karnes County EMS,1577,1577,A0433,CPT
2024,12/06/2023,Karnes County EMS,21.12,21.12,A0425,CPT
2024,12/06/2023,Karnes County EMS,2151.6,2151.6,A0434,CPT
2024,12/06/2023,Karnes County EMS,585,585,A0428,CPT
2024,12/06/2023,Karnes County EMS,775,775,A0426,CPT
2024,12/06/2023,Karnes County EMS,895,895,A0429,CPT
2024,12/06/2023,Sabine County Hospital District,1300,1300,A0428,CPT
2024,12/06/2023,Sabine County Hospital District,1300,1300,A0429,CPT
2024,12/06/2023,Sabine County Hospital District,150,150,A0422,Oxygen
2024,12/06/2023,Sabine County Hospital District,150,150,A0998,TNT
2024,12/06/2023,Sabine County Hospital District,1500,1500,A0426,CPT
2024,12/06/2023,Sabine County Hospital District,1500,1500,A0427,CPT
2024,12/06/2023,Sabine County Hospital District,1800,1800,A0433,CPT
2024,12/06/2023,Sabine County Hospital District,2200,2200,A0434,CPT
2024,12/06/2023,Sabine County Hospital District,23,23,A0425,CPT
2024,12/06/2023,Sabine County Hospital District,350,350,A0382,BLS Disp
2024,12/06/2023,Sabine County Hospital District,450,450,A0398,ALS Disp
2024,12/06/2023,Terrell County,105.5,105.5,A0422,HCPCS
2024,12/06/2023,Terrell County,115,115,93000,CPT
2024,12/06/2023,Terrell County,130,130,A0382,HCPCS
2024,12/06/2023,Terrell County,144,144,A0999,HCPCS
2024,12/06/2023,Terrell County,144.4,144.4,A0394,HCPCS
2024,12/06/2023,Terrell County,1469.55,1469.55,A0427,CPT
2024,12/06/2023,Terrell County,150,150,A0384,HCPCS
2024,12/06/2023,Terrell County,150,150,A0392,HCPCS
2024,12/06/2023,Terrell County,1523.14,1523.14,A0433,CPT
2024,12/06/2023,Terrell County,1827.34,1827.34,A0434,CPT
2024,12/06/2023,Terrell County,22.65,22.65,A0425,CPT
2024,12/06/2023,Terrell County,295.55,295.55,A0398,HCPCS
2024,12/06/2023,Terrell County,321.5,321.5,A0396,HCPCS
2024,12/06/2023,Terrell County,853.45,853.45,A0428,CPT
2024,12/06/2023,Terrell County,908.46,908.46,A0429,CPT
2024,12/06/2023,Terrell County,955.1,955.1,A0426,CPT
2024,12/06/2023,Victory Ambulance Services LLC,114.4,114.4,A0394,HCPCS
2024,12/06/2023,Victory Ambulance Services LLC,115,115,93000,CPT
2024,12/06/2023,Victory Ambulance Services LLC,1260.29,1260.29,A0427,CPT
2024,12/06/2023,Victory Ambulance Services LLC,130,130,A0382,HCPCS
2024,12/06/2023,Victory Ambulance Services LLC,144,144,A0999,HCPCS
2024,12/06/2023,Victory Ambulance Services LLC,150,150,A0384,HCPCS
2024,12/06/2023,Victory Ambulance Services LLC,150,150,A0392,HCPCS
2024,12/06/2023,Victory Ambulance Services LLC,150,150,A0422,HCPCS
2024,12/06/2023,Victory Ambulance Services LLC,1748.01,1748.01,A0433,CPT
2024,12/06/2023,Victory Ambulance Services LLC,19.34,19.34,A0425,CPT
2024,12/06/2023,Victory Ambulance Services LLC,1983.34,1983.34,A0434,CPT
2024,12/06/2023,Victory Ambulance Services LLC,295.55,295.55,A0398,HCPCS
2024,12/06/2023,Victory Ambulance Services LLC,321.5,321.5,A0396,HCPCS
2024,12/06/2023,Victory Ambulance Services LLC,671.54,671.54,A0428,CPT
2024,12/06/2023,Victory Ambulance Services LLC,854.46,854.46,A0429,CPT
2024,12/06/2023,Victory Ambulance Services LLC,860.1,860.1,A0426,CPT
2024,12/06/2023,Wheeler County - Shamrock,113,113,A0422,HCPCS
2024,12/06/2023,Wheeler County - Shamrock,1151.29,1151.29,A0427,CPT
2024,12/06/2023,Wheeler County - Shamrock,119,119,A0384,HCPCS
2024,12/06/2023,Wheeler County - Shamrock,124.2,124.2,A0382,HCPCS
2024,12/06/2023,Wheeler County - Shamrock,135,135,A0398,HCPCS
2024,12/06/2023,Wheeler County - Shamrock,150,150,A0396,HCPCS
2024,12/06/2023,Wheeler County - Shamrock,1657.68,1657.68,A0433,CPT
2024,12/06/2023,Wheeler County - Shamrock,175,175,A0394,HCPCS
2024,12/06/2023,Wheeler County - Shamrock,178.67,178.67,A0999,HCPCS
2024,12/06/2023,Wheeler County - Shamrock,1896.27,1896.27,A0434,CPT
2024,12/06/2023,Wheeler County - Shamrock,195.54,195.54,93000,CPT
2024,12/06/2023,Wheeler County - Shamrock,230,230,A0392,HCPCS
2024,12/06/2023,Wheeler County - Shamrock,25.48,25.48,A0425,CPT
2024,12/06/2023,Wheeler County - Shamrock,636.21,636.21,A0428,CPT
2024,12/06/2023,Wheeler County - Shamrock,761.79,761.79,A0426,CPT
2024,12/06/2023,Wheeler County - Shamrock,979.6,979.6,A0429,CPT
2024,12/06/2023,Wilson County ESD 2,1450,1450,A0428,CPT
2024,12/06/2023,Wilson County ESD 2,150,150,AO422,Oxygen
2024,12/06/2023,Wilson County ESD 2,1500,1500,A0429,CPT
2024,12/06/2023,Wilson County ESD 2,1550,1550,A0426,CPT
2024,12/06/2023,Wilson County ESD 2,1600,1600,A0427,CPT
2024,12/06/2023,Wilson County ESD 2,1750,1750,A0433,CPT
2024,12/06/2023,Wilson County ESD 2,1900,1900,A0434,CPT
2024,12/06/2023,Wilson County ESD 2,200,200,AO382,BLS Disposables
2024,12/06/2023,Wilson County ESD 2,200,200,AO998,Treatment No Transport
2024,12/06/2023,Wilson County ESD 2,23,23,A0425,CPT
2024,12/06/2023,Wilson County ESD 2,400,400,AO398,ALS Disposables
2024,12/06/2023,Winnie Stowell Vol EMS,1099.19,1099.19,A0433,CPT
2024,12/06/2023,Winnie Stowell Vol EMS,115,115,A0422,HCPCS
2024,12/06/2023,Winnie Stowell Vol EMS,1272.59,1272.59,A0434,CPT
2024,12/06/2023,Winnie Stowell Vol EMS,130,130,A0382,HCPCS
2024,12/06/2023,Winnie Stowell Vol EMS,132.9,132.9,A0398,HCPCS
2024,12/06/2023,Winnie Stowell Vol EMS,17.16,17.16,A0425,CPT
2024,12/06/2023,Winnie Stowell Vol EMS,192.77,192.77,93000,CPT
2024,12/06/2023,Winnie Stowell Vol EMS,265.36,265.36,A0384,HCPCS
2024,12/06/2023,Winnie Stowell Vol EMS,355.5,355.5,A0394,HCPCS
2024,12/06/2023,Winnie Stowell Vol EMS,535.62,535.62,A0428,CPT
2024,12/06/2023,Winnie Stowell Vol EMS,590.56,590.56,A0396,HCPCS
2024,12/06/2023,Winnie Stowell Vol EMS,644.47,644.47,A0426,CPT
2024,12/06/2023,Winnie Stowell Vol EMS,697.67,697.67,A0999,HCPCS
2024,12/06/2023,Winnie Stowell Vol EMS,816.56,816.56,A0429,CPT
2024,12/06/2023,Winnie Stowell Vol EMS,972.99,972.99,A0427,CPT
2024,12/06/2023,Yorktown,1160.13,1160.13,A0427,CPT
2024,12/06/2023,Yorktown,130,130,A0382,HCPCS
2024,12/06/2023,Yorktown,1679.15,1679.15,A0433,CPT
2024,12/06/2023,Yorktown,190.83,190.83,93000,CPT
2024,12/06/2023,Yorktown,1998.69,1998.69,A0434,CPT
2024,12/06/2023,Yorktown,202.63,202.63,A0394,HCPCS
2024,12/06/2023,Yorktown,219,219,A0384,HCPCS
2024,12/06/2023,Yorktown,24.89,24.89,A0425,CPT
2024,12/06/2023,Yorktown,270.6,270.6,A0422,HCPCS
2024,12/06/2023,Yorktown,320.11,320.11,A0398,HCPCS
2024,12/06/2023,Yorktown,509.17,509.17,A0396,HCPCS
2024,12/06/2023,Yorktown,565.42,565.42,A0392,HCPCS
2024,12/06/2023,Yorktown,610.6,610.6,A0428,CPT
2024,12/06/2023,Yorktown,732.72,732.72,A0426,CPT
2024,12/06/2023,Yorktown,976.95,976.95,A0429,CPT
2024,12/06/2023,Yorktown,994.24,994.24,A0999,HCPCS
2024,12/07/2023,City Of Mercedes,12,12,A0425,CPT
2024,12/07/2023,City Of Mercedes,600,600,A0428,CPT
2024,12/07/2023,City Of Mercedes,600,600,A0429,CPT
2024,12/07/2023,City Of Mercedes,800,800,A0426,CPT
2024,12/07/2023,City Of Mercedes,800,800,A0427,CPT
2024,12/07/2023,City Of Mercedes,800,800,A0433,CPT
2024,12/07/2023,City Of Ranger,125,125,a0422,Oxygen
2024,12/07/2023,City Of Ranger,1352,1352,A0428,CPT
2024,12/07/2023,City Of Ranger,1352,1352,A0429,CPT
2024,12/07/2023,City Of Ranger,150,150,a0998,tnt
2024,12/07/2023,City Of Ranger,1682,1682,A0426,CPT
2024,12/07/2023,City Of Ranger,1682,1682,A0427,CPT
2024,12/07/2023,City Of Ranger,1722,1722,A0433,CPT
2024,12/07/2023,City Of Ranger,23,23,A0425,CPT
2024,12/07/2023,City Of Ranger,250,250,A0382,basic life support disposables
2024,12/07/2023,City Of Ranger,350,350,a0398,advance life support disposables
2024,12/07/2023,City of Deer Park,1400,1400,A0428,CPT
2024,12/07/2023,City of Deer Park,1400,1400,A0429,CPT
2024,12/07/2023,City of Deer Park,150,150,A0998,CPT
2024,12/07/2023,City of Deer Park,1600,1600,A0426,CPT
2024,12/07/2023,City of Deer Park,1600,1600,A0427,CPT
2024,12/07/2023,City of Deer Park,175,175,A0422,CPT
2024,12/07/2023,City of Deer Park,1800,1800,A0433,CPT
2024,12/07/2023,City of Deer Park,2200,2200,A0434,CPT
2024,12/07/2023,City of Deer Park,24,24,A0425,CPT
2024,12/07/2023,City of Deer Park,350,350,A0382,CPT
2024,12/07/2023,City of Deer Park,450,450,A0398,CPT
2024,12/07/2023,City of Jacksonville Fire Department,0,0,A0432,CPT
2024,12/07/2023,City of Jacksonville Fire Department,1100,1100,A0428,CPT
2024,12/07/2023,City of Jacksonville Fire Department,1200,1200,A0426,CPT
2024,12/07/2023,City of Jacksonville Fire Department,1200,1200,A0429,CPT
2024,12/07/2023,City of Jacksonville Fire Department,1300,1300,A0427,CPT
2024,12/07/2023,City of Jacksonville Fire Department,135,135,A0422,CPT
2024,12/07/2023,City of Jacksonville Fire Department,1500,1500,A0433,CPT
2024,12/07/2023,City of Jacksonville Fire Department,1500,1500,A0434,CPT
2024,12/07/2023,City of Jacksonville Fire Department,175,175,A0998,CPT
2024,12/07/2023,City of Jacksonville Fire Department,23,23,A0425,CPT
2024,12/07/2023,City of Jacksonville Fire Department,300,300,A0382,CPT
2024,12/07/2023,City of Jacksonville Fire Department,400,400,A0398,CPT
2024,12/07/2023,City of La Porte EMS,0,0,A0432,CPT
2024,12/07/2023,City of La Porte EMS,0,0,A0434,CPT
2024,12/07/2023,City of La Porte EMS,100,100,A0422,HCPCS
